date,open,high,low,close,volume,amount
2022-08-12,69.44,73.24,59.54,59.54,119133600,7864877720.0
2022-08-15,56.44,60.63,56.14,56.26,59475600,3509521338.0
2022-08-16,55.44,61.1,54.45,60.13,45226200,2650930792.0
2022-08-17,59.79,61.3,56.24,57.08,30965000,1814533092.0
2022-08-18,56.46,58.23,54.94,57.09,20380000,1172481799.0
2022-08-19,57.45,58.54,53.46,53.7,19856200,1121274065.0
2022-08-22,53.44,56.4,53.39,55.79,17120100,961875912.0
2022-08-23,55.37,60.27,55.24,59.31,21665600,1282497748.0
2022-08-24,58.74,60.4,56.67,58.19,12285800,719144880.0
2022-08-25,58.45,58.74,53.79,54.74,13214900,738634614.0
2022-08-26,54.25,55.38,49.44,49.64,21365300,1117262543.0
2022-08-29,48.48,50.71,48.13,48.53,11626600,577106090.0
2022-08-30,48.46,52.21,48.36,51.18,16427200,845275467.0
2022-08-31,51.44,53.2,49.44,49.62,12120600,626793711.0
2022-09-01,56.54,59.24,53.29,53.91,44421200,2548811140.0
2022-09-02,54.35,59.24,54.35,55.54,26976400,1543447779.0
2022-09-05,54.54,55.06,50.71,51.61,20327700,1082191562.0
2022-09-06,52.39,53.02,50.78,52.74,12381500,649731420.0
2022-09-07,53.04,56.73,52.74,54.31,14913200,826665169.0
2022-09-08,54.3,56.64,53.95,56.06,12793000,721847522.0
2022-09-09,56.45,56.92,54.36,55.24,6704100,375469782.0
2022-09-13,55.63,57.66,55.02,55.25,7799800,441953878.0
2022-09-14,54.44,58.93,53.77,58.65,14025100,807139020.0
2022-09-15,57.95,60.84,55.24,55.64,16768000,978247438.0
2022-09-16,55.33,64.64,55.11,62.04,27395200,1703335364.0
2022-09-19,62.04,67.47,61.52,62.31,21933400,1416638945.0
2022-09-20,62.94,64.32,60.45,62.15,11899000,747926762.0
2022-09-21,61.94,62.44,59.5,60.25,10193100,626149854.0
2022-09-22,60.02,65.03,59.84,62.78,11563200,732528779.0
2022-09-23,62.23,63.78,60.24,60.56,10718900,665991854.0
2022-09-26,59.75,61.8,58.77,59.74,9431700,571944927.0
2022-09-27,59.74,61.19,57.55,61.19,10398600,623078362.0
2022-09-28,60.24,60.49,56.81,57.63,10687500,629618802.0
2022-09-29,58.36,61.02,57.44,60.34,10062100,606463548.0
2022-09-30,60.22,61.42,58.25,58.26,7163300,430264403.0
2022-10-10,55.34,55.34,46.5,46.5,17192300,820001057.0
2022-10-11,45.41,45.89,37.17,37.44,42514800,1682176638.0
2022-10-12,36.63,38.47,35.66,37.99,34500100,1298749951.0
2022-10-13,37.24,40.08,36.89,38.24,27786700,1084160627.0
2022-10-14,38.64,38.9,36.93,38.36,26473500,1023812555.0
2022-10-17,37.55,40.64,37.47,40.02,31442300,1243877315.0
2022-10-18,39.59,39.93,38.79,39.2,17666700,703154618.0
2022-10-19,38.93,39.61,37.04,37.24,21493800,827730571.0
2022-10-20,36.84,41.3,36.64,39.14,38089300,1504568225.0
2022-10-21,38.44,38.44,37.24,37.79,20923500,802884397.0
2022-10-24,37.79,39.43,37.73,38.24,20343700,797056346.0
2022-10-25,38.03,39.2,37.2,38.33,16350100,636333812.0
2022-10-26,38.55,39.74,37.54,39.38,23138700,914894684.0
2022-10-27,39.89,39.94,38.12,38.84,25173600,992040058.0
2022-10-28,38.7,39.81,38.24,38.39,21378800,849788381.0
2022-10-31,38.62,45.73,38.55,44.12,40248300,1706268668.0
