date,open,high,low,close,volume,amount
2022-06-08,50.0,52.51,46.51,47.65,15509700,3590638544.0
2022-06-09,48.11,50.35,47.24,48.18,8024900,1843811488.0
2022-06-10,48.49,51.96,46.88,50.76,5350700,1245127440.0
2022-06-13,50.14,50.18,47.41,49.35,4081600,939732352.0
2022-06-14,48.27,49.54,45.46,48.63,3970900,886670816.0
2022-06-15,48.06,50.6,47.41,48.06,2913600,671401968.0
2022-06-16,48.05,51.3,47.87,49.23,2481000,578808528.0
2022-06-17,48.27,50.08,47.5,48.88,2083700,478719344.0
2022-06-20,48.82,50.13,47.08,47.08,2509000,572914608.0
2022-06-21,46.54,55.04,46.28,53.09,3966100,948254192.0
2022-06-22,52.82,55.74,52.63,54.24,2661300,679029152.0
2022-06-23,54.27,56.39,53.48,55.41,2458500,634778480.0
2022-06-24,54.82,56.03,53.11,53.46,1862400,474403440.0
2022-06-27,53.57,54.0,51.66,52.44,1819500,448692160.0
2022-06-28,52.66,53.21,49.35,51.73,3067800,737065152.0
2022-06-29,50.87,52.71,49.79,49.81,2062900,497714352.0
2022-06-30,50.1,53.25,49.36,52.9,1941000,469303840.0
2022-07-01,52.53,55.91,51.91,53.79,1767000,449340096.0
2022-07-04,53.36,53.53,51.16,52.71,1967700,483070464.0
2022-07-05,53.57,56.28,53.08,56.27,1626800,418911520.0
2022-07-06,55.63,59.9,55.42,57.57,1721100,469768272.0
2022-07-07,57.79,59.52,56.37,58.72,1302800,351951760.0
2022-07-08,58.66,61.79,58.23,58.23,1140300,319845648.0
2022-07-11,57.9,61.79,57.8,61.38,1431000,406719248.0
2022-07-12,60.87,62.98,56.28,56.51,1957600,534456406.0
2022-07-13,55.99,56.85,54.59,55.66,1328100,347212737.0
2022-07-14,55.57,59.69,55.57,58.65,1130400,307974036.0
2022-07-15,58.51,60.56,58.23,59.93,1136500,317566276.0
2022-07-18,59.63,60.8,58.22,60.8,1163900,323208412.0
2022-07-19,60.19,60.23,58.44,58.57,721900,200022904.0
2022-07-20,59.09,61.04,57.27,58.17,767200,212311719.0
2022-07-21,57.75,62.09,57.75,60.3,1625600,461498127.0
2022-07-22,61.69,62.32,58.69,59.45,1311600,369203757.0
2022-07-25,59.3,60.73,58.44,59.85,755100,210467542.0
2022-07-26,60.05,60.79,57.71,59.44,764500,209640509.0
2022-07-27,59.5,60.08,58.25,59.26,575900,159733658.0
2022-07-28,59.78,61.86,59.63,61.11,960300,274214787.0
2022-07-29,61.11,61.11,58.66,59.52,735600,205714762.0
2022-08-01,59.71,62.68,56.49,61.47,1109100,315147747.0
2022-08-02,61.43,64.06,60.1,61.56,1208100,351731991.0
2022-08-03,61.89,70.55,61.89,66.22,1968100,608429564.0
2022-08-04,66.24,68.56,64.93,66.99,972200,303213803.0
2022-08-05,67.22,73.7,66.45,72.04,1789700,592486449.0
2022-08-08,70.79,71.98,66.88,69.21,1689000,540660771.0
2022-08-09,68.09,68.29,65.26,67.7,1369400,427245514.0
2022-08-10,67.85,72.5,66.23,71.55,1843400,609348476.0
2022-08-11,71.73,72.5,69.73,69.91,1194100,395004833.0
2022-08-12,69.38,70.99,68.23,68.24,970600,314514033.0
2022-08-15,67.7,69.25,65.8,68.21,1532700,482182804.0
2022-08-16,69.47,74.66,69.37,72.29,1885800,638400197.0
2022-08-17,72.18,74.02,71.4,72.45,716400,242759601.0
2022-08-18,72.87,74.01,71.64,72.65,830100,282425143.0
2022-08-19,72.72,75.31,70.34,70.34,1204600,406969103.0
