date,open,high,low,close,volume,amount
2022-12-21,59.44,62.39,56.18,56.19,9066400,1095986117.0
2022-12-22,55.82,61.9,55.82,59.19,6206300,762536073.0
2022-12-23,58.31,58.94,55.16,56.5,2319900,273398636.0
2022-12-26,56.5,60.33,55.24,58.45,2300400,278247605.0
2022-12-27,57.82,60.91,57.35,60.12,1682900,208212612.0
2022-12-28,59.94,61.61,58.2,59.28,1101000,136395778.0
2022-12-29,58.61,58.95,56.48,57.09,1099200,130531402.0
2022-12-30,57.1,59.87,57.1,57.72,1066400,128976535.0
2023-01-03,57.56,63.48,57.41,63.27,1776300,226044292.0
2023-01-04,62.56,63.81,60.91,61.59,905500,116894983.0
2023-01-05,62.38,63.59,60.03,60.83,1158500,147332492.0
2023-01-06,61.41,63.67,59.79,63.53,1119900,144360581.0
2023-01-09,63.45,63.96,61.16,62.57,1342500,173853051.0
2023-01-10,62.65,65.45,61.24,61.41,1068100,139159695.0
2023-01-11,61.52,63.06,59.32,60.84,908900,114769465.0
2023-01-12,61.27,62.28,58.84,61.65,705400,89203151.0
2023-01-13,61.25,63.06,59.69,60.61,612400,76850962.0
2023-01-16,60.41,63.32,59.98,62.89,758300,97689945.0
2023-01-17,62.89,64.61,62.33,64.26,655400,86284466.0
2023-01-18,64.37,64.37,62.89,63.55,260900,34315492.0
2023-01-19,63.86,66.28,62.68,65.99,588700,79325077.0
2023-01-20,65.52,68.31,64.64,67.45,587400,80506943.0
2023-01-30,68.4,68.4,64.07,64.37,761700,102680322.0
2023-01-31,63.76,64.31,61.9,62.38,797100,103148341.0
2023-02-01,62.37,63.38,61.06,62.64,795600,102031578.0
2023-02-02,62.39,63.03,61.38,61.9,697500,89772494.0
2023-02-03,62.0,66.63,62.0,65.2,1389600,186334830.0
2023-02-06,66.07,69.04,64.93,66.8,793000,108772928.0
2023-02-07,66.17,68.15,65.53,65.85,555300,76225293.0
2023-02-08,65.69,68.4,65.36,66.63,612700,84913727.0
2023-02-09,67.65,76.69,65.79,74.46,1591700,233944225.0
2023-02-10,74.95,79.16,70.6,72.5,2195000,335801186.0
2023-02-13,72.74,76.13,72.53,75.12,1546400,235908088.0
2023-02-14,74.62,74.93,72.2,73.19,1178400,178510989.0
2023-02-15,73.73,78.9,72.92,77.62,1605700,252023244.0
2023-02-16,77.0,79.96,72.34,72.55,1461700,227288899.0
2023-02-17,72.35,73.95,68.48,69.05,825600,119501924.0
2023-02-20,68.91,72.55,68.55,71.75,833200,121697722.0
2023-02-21,71.76,71.95,69.24,70.51,600900,87103130.0
2023-02-22,70.47,70.47,68.31,69.45,303500,43439398.0
2023-02-23,69.37,71.49,69.09,71.21,484500,70488970.0
2023-02-24,71.76,74.51,70.87,73.2,1015700,152858980.0
2023-02-27,72.12,73.19,70.02,70.02,560600,82212604.0
2023-02-28,70.71,72.65,68.94,70.06,499600,72632050.0
2023-03-01,70.06,72.49,69.08,72.25,840900,123271872.0
2023-03-02,72.72,76.4,72.26,75.2,1393600,214718887.0
2023-03-03,74.97,75.12,69.45,71.59,1159300,171755556.0
2023-03-06,70.84,72.06,69.74,71.35,696800,102080956.0
2023-03-07,70.29,72.29,66.81,67.44,747000,106692039.0
2023-03-08,66.59,69.45,66.59,67.86,577300,81053222.0
2023-03-09,67.82,70.88,67.08,70.52,628600,90034718.0
2023-03-10,68.81,71.33,68.31,68.71,568400,81805617.0
2023-03-13,68.46,70.28,67.27,70.28,472000,66587769.0
2023-03-14,69.64,71.27,68.39,69.54,738200,105671419.0
2023-03-15,68.83,69.47,65.55,66.33,1163600,161433094.0
2023-03-16,65.35,66.33,63.24,63.77,980200,130476046.0
2023-03-17,63.77,68.79,63.68,66.96,1015400,138924048.0
2023-03-20,67.23,69.3,65.85,66.09,671500,93317848.0
2023-03-21,66.97,66.97,64.91,65.61,430100,58301019.0
2023-03-22,66.12,75.58,65.4,75.36,2403000,357890343.0
2023-03-23,74.91,80.08,74.78,78.05,2751800,441880650.0
2023-03-24,78.05,81.77,75.9,77.57,1645000,266258295.0
2023-03-27,78.39,79.62,70.55,73.73,2832700,432095187.0
2023-03-28,73.98,75.36,71.18,71.46,1117000,168195813.0
2023-03-29,71.76,79.55,69.55,77.67,2569700,400751452.0
2023-03-30,76.37,77.66,72.59,74.04,1391900,214263047.0
2023-03-31,74.23,77.19,73.24,77.0,1296800,201919191.0
2023-04-03,77.68,89.48,76.93,85.57,3448900,580454280.0
2023-04-04,83.45,102.83,83.28,101.1,3304900,635478495.0
2023-04-06,103.02,121.56,102.99,121.56,3340200,808339388.0
2023-04-07,122.06,126.98,114.17,126.98,3448300,850107085.0
2023-04-10,124.03,151.05,122.6,141.43,4631600,1300282452.0
2023-04-11,134.38,140.78,126.5,135.75,4390300,1199447587.0
2023-04-12,132.41,135.81,121.46,130.44,3442200,903522848.0
2023-04-13,127.97,138.82,124.53,126.99,2836500,761609308.0
2023-04-14,128.55,129.95,114.71,122.06,2887200,721896059.0
2023-04-17,118.56,123.05,115.32,121.65,1954100,479800941.0
2023-04-18,121.86,134.6,116.16,129.23,3337300,865967722.0
2023-04-19,129.05,140.79,124.62,127.95,3355300,911428574.0
2023-04-20,127.95,146.02,127.95,143.51,3899000,1084326924.0
2023-04-21,139.26,141.68,127.48,132.08,2571400,709835598.0
2023-04-24,128.75,141.23,126.99,132.07,2084500,567341107.0
2023-04-25,129.25,129.25,118.53,121.3,2394000,599455010.0
2023-04-26,114.66,121.07,112.2,112.88,2493800,593309633.0
2023-04-27,111.95,116.58,108.25,111.32,1859900,429508470.0
2023-04-28,111.85,121.46,110.72,119.59,1725700,416458403.0
2023-05-04,119.47,122.05,112.26,116.92,1068800,253548629.0
2023-05-05,115.17,120.09,110.15,113.49,1145500,270098781.0
2023-05-08,111.41,115.86,108.25,109.99,1132500,257737483.0
2023-05-09,109.73,113.4,106.78,107.93,1246600,280401199.0
2023-05-10,107.26,110.96,101.89,103.7,1135000,243720215.0
2023-05-11,102.18,107.26,102.18,105.49,614400,132559802.0
2023-05-12,105.79,110.57,103.77,105.56,954800,210653039.0
2023-05-15,106.95,110.32,102.09,104.55,916000,197394446.0
2023-05-16,104.55,104.62,100.12,101.3,1093000,228644731.0
2023-05-17,100.36,105.23,100.21,103.24,927300,196174685.0
2023-05-18,109.73,124.13,109.73,124.13,3115400,765875790.0
2023-05-19,124.03,126.37,112.69,115.15,3058100,746584371.0
2023-05-22,112.54,113.97,106.39,106.92,1481500,329384293.0
2023-05-23,106.91,108.29,104.02,105.19,1126300,245560536.0
2023-05-24,105.05,113.45,103.5,111.21,1696900,381651818.0
2023-05-25,115.15,133.69,115.15,122.06,2411200,606945214.0
2023-05-26,120.46,126.92,117.52,118.92,1935100,481920825.0
2023-05-29,123.04,129.36,120.57,124.22,2587400,664863199.0
2023-05-30,126.0,144.25,122.26,138.85,2978100,814325976.0
2023-05-31,136.85,138.64,131.33,137.77,1734700,478106825.0
2023-06-01,134.19,137.34,131.89,133.16,1219600,333896416.0
2023-06-02,135.38,137.83,127.48,129.12,1335900,359610222.0
2023-06-05,128.47,131.63,123.54,126.06,1739800,452325592.0
2023-06-06,126.5,126.99,119.59,121.37,1250500,315011210.0
2023-06-07,122.44,130.44,119.73,129.44,1679000,433040806.0
2023-06-08,126.13,128.66,121.16,126.0,1121000,288295853.0
2023-06-09,126.0,140.52,124.62,135.27,2735800,533500474.0
2023-06-12,132.18,153.05,132.18,146.17,2763300,584104172.0
2023-06-13,142.69,171.81,142.69,168.24,3071200,708163807.0
2023-06-14,167.97,198.51,167.97,193.49,4558400,1211591875.0
2023-06-15,190.33,203.22,188.26,193.5,3753000,1061887795.0
2023-06-16,189.48,197.92,182.51,194.47,3614800,1007453177.0
2023-06-19,194.47,233.54,194.47,226.91,4413300,1383229531.0
2023-06-20,219.83,222.93,206.55,214.48,3732000,1161843722.0
2023-06-21,209.71,211.07,193.17,203.44,3244600,944779678.0
2023-06-26,199.28,203.44,190.81,195.54,2287200,651959980.0
2023-06-27,196.54,197.23,176.28,181.4,2903300,770186343.0
2023-06-28,179.55,183.13,166.85,177.9,2753700,699114453.0
2023-06-29,180.19,189.64,172.38,186.31,3257900,861642538.0
2023-06-30,181.35,199.98,177.23,195.85,3381300,929710495.0
2023-07-03,191.49,193.78,166.16,173.76,3431800,872473250.0
2023-07-04,176.07,188.17,174.46,177.21,2968300,779127648.0
2023-07-05,172.43,181.65,168.93,172.04,2118000,539022596.0
2023-07-06,169.1,179.3,169.1,173.21,1876500,478122049.0
2023-07-07,169.8,181.6,166.86,177.9,2146900,546259056.0
2023-07-10,176.51,181.16,169.6,171.84,1681000,425038115.0
2023-07-11,171.84,175.14,167.39,169.62,1700600,422045353.0
2023-07-12,168.93,170.31,155.12,156.05,2884100,668150325.0
2023-07-13,158.72,161.89,153.05,160.23,2043000,469010972.0
2023-07-14,163.4,171.8,161.41,168.16,2639800,641406098.0
2023-07-17,166.85,180.66,164.96,175.15,2301500,587790822.0
2023-07-18,177.9,192.4,175.35,177.07,2370300,627477800.0
2023-07-19,177.15,178.36,169.38,171.19,1291500,325020057.0
2023-07-20,170.75,170.75,158.64,159.95,2093000,498401087.0
2023-07-21,159.95,160.56,150.98,151.67,1750800,395767929.0
2023-07-24,155.03,160.98,151.96,155.8,1584100,361287463.0
2023-07-25,157.6,158.78,147.37,148.35,2891500,634472178.0
2023-07-26,148.82,148.84,138.16,138.95,2695600,556309003.0
2023-07-27,138.32,141.06,134.89,135.47,1386500,277611748.0
2023-07-28,133.93,137.1,127.23,128.47,2090200,398885068.0
2023-07-31,129.54,129.98,123.91,124.74,1703100,314814779.0
2023-08-01,125.59,133.71,121.04,131.6,2989500,557611909.0
2023-08-02,130.96,136.25,129.23,134.89,2132200,415116834.0
2023-08-03,132.3,135.96,128.2,130.16,1879300,360320044.0
2023-08-04,130.12,137.16,129.65,136.15,2514300,488929140.0
2023-08-07,137.48,148.91,137.48,138.92,3765300,787640875.0
2023-08-08,138.92,142.15,133.72,134.2,1838100,367815615.0
2023-08-09,131.94,134.6,129.65,129.84,1796200,344408442.0
2023-08-10,126.22,132.34,126.22,129.72,1039500,196826539.0
2023-08-11,129.42,134.06,126.82,127.16,1045500,198866069.0
2023-08-14,126.04,129.58,125.32,127.51,1303900,241804641.0
2023-08-15,130.61,133.05,120.66,121.16,2361500,431839985.0
2023-08-16,121.56,121.78,117.7,118.5,1628700,284429591.0
2023-08-17,117.35,124.48,116.46,121.71,1681400,297797261.0
2023-08-18,120.98,123.36,119.64,119.81,974900,172091685.0
2023-08-21,117.71,123.61,117.71,120.6,1120700,198636734.0
2023-08-22,122.33,124.05,117.77,123.23,1356800,239582447.0
2023-08-23,120.25,120.31,115.77,116.46,1297000,221769777.0
2023-08-24,118.46,119.84,113.7,113.91,1586200,269799976.0
2023-08-25,105.66,110.86,103.57,106.17,2169600,339070931.0
2023-08-28,113.01,113.01,104.44,105.02,2086700,326869407.0
2023-08-29,103.97,111.46,103.34,110.39,1594000,252438702.0
2023-08-30,110.52,117.44,110.25,115.42,1717500,286475986.0
2023-08-31,114.86,118.26,113.15,116.57,1588900,269735270.0
2023-09-01,116.67,118.08,108.61,110.25,1799200,293810438.0
2023-09-04,112.61,112.93,107.9,110.78,1494300,238672618.0
2023-09-05,110.7,113.35,109.27,110.68,1238700,201379723.0
2023-09-06,110.25,117.89,109.35,117.15,2083500,344219249.0
2023-09-07,115.36,116.46,104.45,104.45,3018100,476053777.0
2023-09-08,104.04,107.38,101.27,106.34,2059900,314960829.0
2023-09-11,106.79,115.74,104.24,115.47,2796800,454300660.0
2023-09-12,115.49,121.43,115.49,117.57,3773200,649812833.0
2023-09-13,119.08,119.08,110.03,111.63,2615200,432855962.0
2023-09-14,111.8,113.22,106.8,108.65,1682500,268665480.0
2023-09-15,108.4,110.83,105.0,105.42,1494100,233217963.0
2023-09-18,105.56,107.18,99.78,100.19,1812500,270857307.0
2023-09-19,100.19,102.52,97.28,101.76,1850700,270420428.0
2023-09-20,102.19,109.21,99.29,103.9,2557500,393387881.0
2023-09-21,102.89,110.18,102.52,104.91,1884500,293304312.0
2023-09-22,106.11,126.07,103.34,126.07,4380000,761198755.0
