date,open,high,low,close,volume,amount,outstanding_share,turnover
2019-12-16,24.44,30.3,23.06,29.74,14913226.0,798596014.0,17683745.0,0.8433296227693851
2019-12-17,27.58,27.66,25.36,27.21,11924387.0,688081955.0,17683745.0,0.6743134443524265
2019-12-18,27.23,37.81,27.23,33.73,13054459.0,907729874.0,17683745.0,0.7382180075543953
2019-12-19,31.76,36.24,30.71,34.86,8459687.0,615376217.0,17683745.0,0.478387751010886
2019-12-20,33.73,35.51,32.09,32.1,5890970.0,429429024.0,17683745.0,0.3331290968061347
2019-12-23,30.93,32.05,29.05,31.36,4992091.0,328546402.0,17683745.0,0.2822982914535354
2019-12-24,31.21,31.8,30.2,31.36,3453644.0,233106296.0,17683745.0,0.19530048640714961
2019-12-25,31.0,37.63,30.74,36.89,8118991.0,592524765.0,17683745.0,0.459121696224414
2019-12-26,35.5,37.29,34.63,36.3,5971052.0,464385476.0,17683745.0,0.33765766244650103
2019-12-27,36.06,39.66,35.14,36.71,6157219.0,495969995.0,17683745.0,0.34818524017395636
2019-12-30,35.74,36.38,32.74,35.74,4717737.0,355731996.0,17683745.0,0.26678381756805475
2019-12-31,35.41,35.95,33.51,33.8,3299565.0,247970006.0,18733745.0,0.17612949252805565
2020-01-02,33.66,35.97,33.36,35.13,3350733.0,252814680.0,18733745.0,0.17886082040723839
2020-01-03,35.05,36.27,34.15,34.91,3645930.0,278794624.0,18733745.0,0.1946183211098475
2020-01-06,33.66,34.33,32.79,33.43,3044160.0,221901099.0,18733745.0,0.162496073262447
2020-01-07,33.42,35.27,32.74,34.77,3824493.0,281788080.0,18733745.0,0.20414994439179138
2020-01-08,34.36,35.86,33.24,34.81,4340489.0,325317932.0,18733745.0,0.23169360957993182
2020-01-09,34.81,38.6,34.69,35.76,4556842.0,361168585.0,18733745.0,0.24324244831986344
2020-01-10,36.0,37.55,35.47,36.01,3086475.0,244094740.0,18733745.0,0.16475483145521624
2020-01-13,36.07,37.95,34.12,37.59,4175735.0,330934672.0,18733745.0,0.22289910533104834
2020-01-14,37.17,38.43,36.34,36.5,4198825.0,338924319.0,18733745.0,0.22413164052355788
2020-01-15,35.81,37.02,35.35,36.12,2602975.0,204023245.0,18733745.0,0.13894579007027158
2020-01-16,36.33,43.35,36.33,43.35,7259892.0,642634538.0,18733745.0,0.38753020285052453
2020-01-17,42.42,50.63,41.04,47.4,6919337.0,667301241.0,18733745.0,0.3693515098022312
2020-01-20,45.25,50.16,43.06,46.1,4992688.0,500884773.0,18733745.0,0.2665077377748016
2020-01-21,43.88,48.21,43.85,45.64,3508109.0,352295617.0,18733745.0,0.18726148989430572
2020-01-22,44.64,54.77,44.64,54.77,6074595.0,671849665.0,18733745.0,0.3242595113790649
2020-01-23,53.49,63.64,52.59,58.79,6385191.0,803685147.0,18733745.0,0.3408390046944698
2020-02-03,47.5,59.94,47.5,54.64,5142092.0,601304057.0,18733745.0,0.2744828650117742
2020-02-04,58.21,65.57,58.21,65.57,4237475.0,578781537.0,18733745.0,0.22619476244605657
2020-02-05,69.15,77.47,65.94,68.34,5630746.0,869280920.0,18733745.0,0.3005670249061253
2020-02-06,67.32,75.24,65.5,71.43,4493935.0,690739223.0,18733745.0,0.23988449720010602
2020-02-07,70.1,75.57,65.78,73.58,5085372.0,775170998.0,18733745.0,0.2714551735384463
2020-02-10,71.42,76.09,65.59,66.76,4363453.0,666298644.0,18733745.0,0.23291941894159443
2020-02-11,64.8,69.11,64.18,66.73,3146708.0,455967947.0,18733745.0,0.16797004549811048
2020-02-12,65.95,76.85,64.35,73.46,4894855.0,737686208.0,18733745.0,0.26128545039979995
2020-02-13,73.26,77.4,69.57,69.63,4356837.0,691249201.0,18733745.0,0.23256625944251938
2020-02-14,69.66,72.85,64.1,66.36,3932563.0,583796869.0,18733745.0,0.20991867883330323
2020-02-17,66.63,68.18,64.25,66.72,2800528.0,400072338.0,18733745.0,0.1494910921441495
2020-02-18,66.4,70.33,65.52,68.92,3625984.0,539891451.0,18733745.0,0.19355361141085245
2020-02-19,68.19,68.62,62.72,63.35,3817363.0,542345437.0,18733745.0,0.20376934777322953
2020-02-20,62.78,64.0,54.64,57.32,4782918.0,607024567.0,18733745.0,0.25531029700681845
2020-02-21,56.18,59.25,55.58,57.44,3310161.0,415524589.0,18733745.0,0.17669510287451867
2020-02-24,55.8,62.25,53.9,60.84,4575946.0,570113958.0,18733745.0,0.24426221238732565
2020-02-25,58.01,63.87,57.64,61.84,4471870.0,594453723.0,18733745.0,0.23870667610774032
2020-02-26,60.41,62.15,53.31,53.49,3568732.0,444864705.0,18733745.0,0.1904975219850596
2020-02-27,53.32,56.55,52.82,53.5,2361766.0,279349508.0,18733745.0,0.12607014774675326
2020-02-28,49.96,51.64,47.6,48.6,2774871.0,299027640.0,18733745.0,0.1481215314930357
2020-03-02,50.29,50.95,48.42,50.03,2046698.0,221647541.0,18733745.0,0.10925194081589132
2020-03-03,51.46,55.81,50.75,52.49,3187550.0,367632601.0,18733745.0,0.17015017552550224
2020-03-04,51.48,52.48,47.77,49.88,2281249.0,246848423.0,18733745.0,0.12177218169671894
2020-03-05,51.09,52.28,48.89,51.42,2133647.0,235117603.0,18733745.0,0.11389324451677975
2020-03-06,49.94,50.4,47.88,48.62,2342943.0,248942399.0,18733745.0,0.12506538334967193
2020-03-09,46.55,47.04,42.19,42.35,3217761.0,310416986.0,18733745.0,0.1717628269200846
2020-03-10,42.49,50.82,42.49,50.82,5508358.0,563828286.0,18733745.0,0.29403400121011575
2020-03-11,50.91,55.19,49.71,51.92,6038105.0,688393003.0,18733745.0,0.3223116894139426
2020-03-12,48.58,55.79,46.57,51.88,5320126.0,603871845.0,18733745.0,0.28398625048008286
2020-03-13,49.38,62.25,49.38,60.8,7771222.0,973511549.0,18733745.0,0.41482479877888806
2020-03-16,60.41,63.16,57.18,59.48,6268454.0,816028812.0,18733745.0,0.33460762917398523
2020-03-17,62.68,65.5,60.74,62.76,7075071.0,975640891.0,18733745.0,0.3776645299698485
2020-03-18,63.87,63.87,58.03,58.15,5678871.0,750445499.0,18733745.0,0.30313591863239303
2020-03-19,57.78,60.66,54.41,59.73,4530398.0,571671942.0,18733745.0,0.2418308779157611
2020-03-20,59.8,60.36,53.12,53.12,4429484.0,548029269.0,18733745.0,0.23644412796266845
2020-03-23,49.8,50.63,45.68,47.17,4709750.0,490241889.0,18733745.0,0.2514046177099133
2020-03-24,48.93,53.81,47.29,53.81,5446348.0,589225412.0,18733745.0,0.29072393160043547
2020-03-25,55.8,59.9,53.77,54.69,5748048.0,708702307.0,18733745.0,0.30682855990620134
2020-03-26,53.02,58.82,52.71,57.24,4413488.0,541922512.0,18733745.0,0.23559026772276445
2020-03-27,58.33,59.39,53.31,54.07,3840147.0,464278049.0,18733745.0,0.20498554880511077
2020-03-30,51.65,57.59,48.88,56.17,5014960.0,594757926.0,18733745.0,0.2676966084464158
2020-03-31,57.23,59.35,54.08,55.8,4172562.0,513973275.0,18733745.0,0.2227297318288468
2020-04-01,55.15,58.71,55.15,56.53,4097869.0,508157074.0,18733745.0,0.21874264862684958
2020-04-02,56.62,65.84,54.46,62.9,6043383.0,768137523.0,18733745.0,0.3225934269949762
2020-04-03,60.69,63.56,59.55,60.41,4572622.0,608519041.0,18733745.0,0.24408477856402977
2020-04-07,63.22,63.76,59.72,60.33,4213623.0,563678942.0,18733745.0,0.2249215519908059
2020-04-08,59.49,62.25,58.56,60.05,3596212.0,471381628.0,18733745.0,0.19196439366501467
2020-04-09,60.34,60.61,56.63,56.76,3866104.0,484928550.0,18733745.0,0.20637112333919352
2020-04-10,56.76,58.05,52.19,53.35,3831710.0,454880155.0,18733745.0,0.20453518503641424
2020-04-13,52.34,55.8,51.64,54.25,2509841.0,294772375.0,18733745.0,0.13397433348217347
2020-04-14,54.86,56.49,54.17,56.19,2874684.0,346419722.0,18733745.0,0.15344951049563235
2020-04-15,55.61,58.49,55.2,55.79,3298468.0,405959105.0,18733745.0,0.17607093509599922
2020-04-16,53.95,56.86,53.58,54.75,2746019.0,327197569.0,18733745.0,0.14658142298830265
2020-04-17,55.57,58.88,54.78,55.99,4171099.0,514010200.0,18733745.0,0.22265163745956829
2020-04-20,55.39,56.5,53.75,54.68,2702111.0,320360507.0,18733745.0,0.14423763107696833
2020-04-21,54.0,54.46,51.24,52.15,2853899.0,325069354.0,18733745.0,0.15234001530393415
2020-04-22,51.42,54.68,51.18,53.92,2979467.0,346832730.0,18733745.0,0.15904278615941447
2020-04-23,53.72,54.64,52.15,52.33,2538860.0,292421656.0,18733745.0,0.13552335638175922
2020-04-24,52.35,54.69,51.89,53.24,2872089.0,333344836.0,18733745.0,0.153310990407951
2020-04-27,52.11,52.11,47.96,48.6,3106584.0,332852504.0,18733745.0,0.1658282420306244
2020-04-28,47.49,49.29,42.47,47.36,2636579.0,267109146.0,18733745.0,0.14073955848123265
2020-04-29,46.2,47.85,44.45,44.5,2080862.0,208234116.0,18733745.0,0.11107560180839443
2020-04-30,44.82,50.35,44.82,48.86,3483649.0,360664115.0,18733745.0,0.18595582463623797
2020-05-06,47.73,58.33,47.73,56.39,5465013.0,641735263.0,18733745.0,0.29172026201915313
2020-05-07,55.81,57.54,54.05,54.12,3252979.0,389782196.0,18733745.0,0.17364275002141857
2020-05-08,54.73,59.12,53.79,57.4,5061362.0,622162542.0,18733745.0,0.27017352910483194
2020-05-11,56.81,60.41,55.8,57.41,3619041.0,452294545.0,18733745.0,0.19318299677934123
2020-05-12,56.58,57.17,53.85,55.68,2859106.0,343390465.0,18733745.0,0.15261796293266508
2020-05-13,56.26,58.45,55.93,56.35,2875530.0,356744477.0,18733745.0,0.15349466964560476
2020-05-14,55.34,59.02,54.92,56.46,3745665.0,465947454.0,18733745.0,0.19994213650287224
2020-05-15,57.64,65.48,57.23,62.02,7452840.0,992177902.0,18733745.0,0.3978296918208292
2020-05-18,64.56,66.09,61.33,63.48,6602260.0,914560319.0,18733745.0,0.3524260632350873
2020-05-19,62.87,73.32,62.23,70.64,7277784.0,1051450433.0,18733745.0,0.38848527083079226
2020-05-20,69.17,71.1,63.52,64.45,6177407.0,897501690.0,18733745.0,0.3297475758317411
2020-05-21,63.49,64.79,58.98,59.57,4475730.0,595838940.0,18733745.0,0.23891272140194073
2020-05-22,59.04,61.61,56.86,60.56,3679311.0,476875877.0,18733745.0,0.19640018586780167
2020-05-25,59.95,62.21,58.84,59.47,2645779.0,346884492.0,18733745.0,0.1412306508922802
2020-05-26,60.18,61.99,59.72,61.28,3215763.0,425444729.0,18733745.0,0.17165617445951142
2020-05-27,60.77,61.93,58.33,58.41,3302550.0,429503593.0,18733745.0,0.17628883066359663
2020-05-28,58.1,59.21,54.26,55.79,3381065.0,411816143.0,18733745.0,0.1804799307346182
2020-05-29,54.86,57.92,54.42,55.99,2769417.0,339725238.0,18733745.0,0.14783039910066034
2020-06-01,57.02,60.61,56.49,59.93,3696081.0,471616901.0,18733745.0,0.19729536192576552
2020-06-02,60.17,62.25,58.8,61.21,4246741.0,558582711.0,18733745.0,0.2266893779113573
2020-06-03,61.24,62.71,59.32,59.39,3849334.0,508869090.0,18733745.0,0.20547594728122967
2020-06-04,59.5,60.36,56.07,56.82,3099689.0,387538656.0,18733745.0,0.16546018962038825
2020-06-05,56.82,58.52,56.53,57.52,1941692.0,242050028.0,18733745.0,0.10364676149910229
2020-06-08,58.1,58.66,55.15,55.2,2353900.0,290783016.0,18733745.0,0.1256502637353076
2020-06-09,54.78,54.87,53.32,54.23,2204964.0,258776874.0,18733745.0,0.1177001181557665
2020-06-10,54.06,55.28,53.51,54.33,1685408.0,198823727.0,18733745.0,0.08996642155639463
2020-06-11,54.87,58.78,54.69,56.72,3600997.0,447566257.0,18733745.0,0.19221981509836927
2020-06-12,54.42,56.02,54.41,55.08,2187851.0,261253665.0,18733745.0,0.11678663289160816
2020-06-15,54.35,54.86,51.19,51.63,2770448.0,316623900.0,18733745.0,0.14788543347846358
2020-06-16,52.28,53.39,51.83,52.92,1896190.0,216317851.0,19524250.0,0.09711973571327964
2020-06-17,52.61,53.42,51.42,52.35,1517481.0,171881716.0,19524250.0,0.07772288308129634
2020-06-18,52.25,54.38,52.21,53.62,2367536.0,275481141.0,19524250.0,0.1212613032510852
2020-06-19,53.87,55.28,52.28,53.77,2268310.0,264321141.0,19524250.0,0.11617911059323661
2020-06-22,54.82,58.18,54.68,56.4,3535190.0,435667734.0,19524250.0,0.18106662227742423
2020-06-23,57.92,58.05,55.34,55.98,2440016.0,299631353.0,19524250.0,0.12497360974173144
2020-06-24,56.46,60.26,55.8,59.16,3950735.0,499579549.0,19524250.0,0.20235015429529943
2020-06-29,58.41,58.97,56.52,58.93,2619701.0,327885256.0,19524250.0,0.13417678015800863
2020-06-30,59.66,60.4,58.33,58.61,2681059.0,344269201.0,19215750.0,0.13952403627232868
2020-07-01,59.43,59.95,56.95,58.12,3227161.0,409532302.0,19215750.0,0.1679435359015391
2020-07-02,60.41,66.4,60.41,62.43,5770887.0,791888403.0,19215750.0,0.30032067444674293
2020-07-03,60.41,61.24,58.57,59.73,4344881.0,564148042.0,19215750.0,0.22611040422570028
2020-07-06,60.18,66.93,60.16,65.09,5665219.0,780855533.0,19215750.0,0.2948216437037326
2020-07-07,65.13,70.15,63.7,63.7,5626181.0,815607345.0,19215750.0,0.2927900810533026
2020-07-08,64.18,65.49,62.57,64.99,3425107.0,475479459.0,19215750.0,0.1782447731678441
2020-07-09,64.78,69.63,63.88,66.94,4381015.0,632512850.0,19215750.0,0.22799084084670126
2020-07-10,65.66,68.74,65.66,66.57,3795374.0,553532802.0,19215750.0,0.19751370620454575
2020-07-13,66.56,69.22,66.47,69.14,3796305.0,560100092.0,19215750.0,0.19756215604387026
2020-07-14,68.53,70.98,63.7,68.35,4717436.0,690977954.0,19215750.0,0.24549840625528538
2020-07-15,70.07,70.56,62.61,63.2,3907825.0,558733708.0,19215750.0,0.20336572863406321
2020-07-16,61.85,62.22,53.82,54.47,3660087.0,459220492.0,19215750.0,0.19047328363451857
2020-07-17,54.58,55.83,52.39,52.58,1934908.0,226163339.0,19215750.0,0.10069385790302227
2020-07-20,52.92,54.37,48.51,53.66,1863796.0,210953860.0,19215750.0,0.0969931436451869
2020-07-21,53.67,55.61,52.81,54.07,1783483.0,210240476.0,19215750.0,0.09281360342427436
2020-07-22,54.1,55.09,53.18,53.82,1609269.0,189839710.0,19215750.0,0.08374739471527262
2020-07-23,52.99,55.16,52.85,53.83,1662609.0,194147024.0,19215750.0,0.08652324265251161
2020-07-24,53.53,53.53,48.45,48.47,2202264.0,240929787.0,19215750.0,0.11460723625151244
2020-07-27,48.67,49.93,47.02,47.54,1270476.0,133157144.0,19215750.0,0.06611638889973069
2020-07-28,48.22,49.34,48.02,48.82,1011549.0,106494125.0,19215750.0,0.05264166113734827
2020-07-29,48.84,52.07,48.57,51.93,1557011.0,170868791.0,19215750.0,0.08102785475456331
2020-07-30,51.65,53.49,51.29,51.79,1478058.0,166749774.0,19215750.0,0.07691908980914094
2020-07-31,51.29,53.29,51.29,52.81,1653972.0,188341032.0,19215750.0,0.08607376761250536
2020-08-03,53.77,56.54,53.68,54.91,2156888.0,258201520.0,19215750.0,0.11224584000104082
2020-08-04,54.59,54.89,52.56,53.08,1641144.0,189974993.0,19215750.0,0.0854061902345732
2020-08-05,55.9,56.31,53.86,54.33,1699832.0,202434063.0,19215750.0,0.08846035153454848
2020-08-06,53.33,54.37,52.39,53.21,1363370.0,156864035.0,19215750.0,0.07095065245957093
2020-08-07,53.43,53.52,49.63,50.13,1606737.0,177980563.0,19215750.0,0.08361562780531595
2020-08-10,50.13,51.93,50.13,51.86,1289988.0,142907269.0,19215750.0,0.06713180594043948
2020-08-11,54.46,61.85,53.03,59.11,6073167.0,761155509.0,19215750.0,0.3160515202373053
2020-08-12,61.34,66.79,58.86,66.79,6907474.0,934357708.0,19215750.0,0.3594693935963988
2020-08-13,66.74,66.79,59.82,60.0,5127962.0,702159462.0,19215750.0,0.2668624435684269
2020-08-14,59.13,62.28,57.3,59.52,3455203.0,447658462.0,19215750.0,0.17981098838192627
2020-08-17,59.99,59.99,56.72,58.57,3183681.0,400265378.0,19215750.0,0.16568080871160376
2020-08-18,58.07,59.52,56.02,56.65,2866347.0,356293760.0,19215750.0,0.14916654307013777
2020-08-19,56.33,56.68,52.71,52.99,2357693.0,278134228.0,19215750.0,0.12269586146780635
2020-08-20,51.93,55.76,51.92,53.98,2356490.0,277943554.0,19215750.0,0.12263325657338381
2020-08-21,54.39,55.44,51.8,52.39,1843571.0,213397997.0,19215750.0,0.09594062162548951
2020-08-24,52.79,56.5,51.05,55.62,2547481.0,298970317.0,19215750.0,0.1325725511624579
2020-08-25,55.74,56.72,53.54,54.17,1768729.0,209643389.0,19215750.0,0.09204579576649363
2020-08-26,53.85,54.23,51.06,51.63,1894861.0,214037116.0,19215750.0,0.09860978624305583
2020-08-27,51.92,56.3,51.29,54.37,2718714.0,317422020.0,19215750.0,0.14148362671246242
2020-08-28,54.37,54.37,52.04,52.94,1738131.0,198813583.0,19215750.0,0.09045345614925257
2020-08-31,52.85,54.93,52.81,52.85,1452930.0,169046979.0,19215750.0,0.07561141251317278
2020-09-01,52.85,52.94,51.55,52.24,1102600.0,124459241.0,19215750.0,0.05738001379077059
2020-09-02,52.27,53.28,51.71,52.93,1139319.0,129603412.0,19215750.0,0.05929089418836111
2020-09-03,52.61,53.5,51.56,52.94,1205829.0,137449739.0,19215750.0,0.06275211740369228
2020-09-04,52.0,55.84,52.0,53.91,1889223.0,222540602.0,19215750.0,0.09831638109363412
2020-09-07,55.15,55.15,51.39,51.92,1772366.0,203838460.0,19215750.0,0.09223506758778606
2020-09-08,51.69,51.78,49.43,50.17,1440575.0,156879331.0,19215750.0,0.07496845035973095
2020-09-09,50.17,51.23,47.25,49.5,1448236.0,154556374.0,19215750.0,0.07536713373144426
2020-09-10,49.99,52.07,49.33,49.41,1190851.0,130932815.0,19215750.0,0.06197265264171318
2020-09-11,49.85,50.68,48.73,50.08,881506.0,95162575.0,19215750.0,0.04587413970310813
2020-09-14,50.17,52.07,49.56,50.1,1289572.0,141970943.0,19215750.0,0.06711015703264249
2020-09-15,50.59,54.51,49.08,52.61,2137477.0,241853763.0,19215750.0,0.11123567906535003
2020-09-16,51.97,53.03,50.63,50.93,1326495.0,148365256.0,19215750.0,0.06903165372155654
2020-09-17,51.18,53.53,50.74,52.94,1716053.0,195424480.0,19215750.0,0.08930450281669984
2020-09-18,52.82,53.45,51.97,53.06,1123625.0,128377799.0,19215750.0,0.058474168325462185
2020-09-21,54.34,54.34,51.59,52.01,937523.0,106740504.0,19215750.0,0.04878930044364649
2020-09-22,50.91,52.13,50.37,50.74,781904.0,86711334.0,19215750.0,0.04069078750504144
2020-09-23,50.99,53.0,50.61,52.15,1045094.0,117414796.0,19215750.0,0.054387364531699255
