date,open,close,high,low,volume,amount
2020-04-28,1188.17,1176.71,1188.17,1082.48,594948.58,700081943.5718
2020-04-29,1167.52,1160.2,1187.15,1159.76,350646.82,406820440.564
2020-04-30,1167.94,1245.02,1252.03,1167.94,542205.9,675057189.618
2020-05-06,1233.92,1352.89,1365.97,1233.92,806439.29,1091023651.0481002
2020-05-07,1359.06,1325.14,1359.06,1318.31,639953.89,848028497.7946001
2020-05-08,1338.06,1349.89,1397.22,1338.06,608974.18,822048155.8402002
2020-05-11,1355.04,1334.38,1389.92,1323.76,479553.79,639906986.3002
2020-05-12,1329.71,1336.71,1336.71,1300.51,421344.46,563215353.1266
2020-05-13,1332.93,1342.48,1355.97,1332.93,360760.05,484313151.92399997
2020-05-14,1338.85,1341.73,1366.04,1338.85,498479.93,668825476.4789
2020-05-15,1344.86,1394.27,1406.7,1344.86,586221.26,817350716.1802
2020-05-18,1412.22,1368.64,1412.22,1368.5,727422.78,995579913.6192001
2020-05-19,1374.65,1466.24,1466.24,1374.65,704159.03,1032466136.1472
2020-05-20,1452.99,1440.8,1486.0,1427.4,761556.18,1097250144.144
2020-05-21,1440.36,1366.63,1444.84,1362.72,612745.78,837396765.3214
2020-05-22,1356.61,1346.5,1376.19,1313.35,498304.87,670967507.455
2020-05-25,1337.33,1315.53,1343.44,1306.5,432795.61,569355608.8233
2020-05-26,1323.29,1381.03,1382.65,1323.29,644733.64,890396498.8492
2020-05-27,1374.63,1353.62,1385.0,1350.02,551929.64,747102999.2968
2020-05-28,1350.36,1323.07,1353.4,1295.6,516626.02,683532388.2814
2020-05-29,1315.68,1331.85,1367.27,1315.68,521396.82,694422354.717
2020-06-01,1347.99,1405.77,1417.05,1347.99,634836.74,892434443.9898
2020-06-02,1414.68,1415.88,1430.91,1403.85,648740.93,918539307.9684001
2020-06-03,1418.57,1395.48,1420.77,1393.87,663158.29,925424130.5292001
2020-06-04,1396.3,1385.46,1396.82,1382.32,773913.69,1072226460.9474
2020-06-05,1386.28,1386.73,1401.38,1381.52,667582.27,925756361.2771001
2020-06-08,1398.35,1375.47,1410.03,1370.69,642815.29,884173146.9363
2020-06-09,1371.82,1360.35,1371.82,1353.96,526209.96,715829719.0859998
2020-06-10,1359.47,1349.84,1359.47,1344.46,451781.55,609832807.4519999
2020-06-11,1349.53,1363.59,1384.6,1349.53,552099.81,752837779.9179001
2020-06-12,1332.14,1347.52,1354.43,1332.14,417764.6,562946153.7919999
2020-06-15,1343.32,1314.37,1351.19,1314.03,480923.38,632111262.9706
2020-06-16,1327.19,1347.75,1347.75,1327.19,470741.27,634441546.6425
2020-06-17,1350.52,1347.09,1354.3,1333.04,510393.06,687545387.1954
2020-06-18,1345.17,1368.72,1372.62,1345.17,434445.29,594633957.3288
2020-06-19,1368.62,1385.91,1389.49,1364.0,382595.62,530243095.7142
2020-06-22,1409.33,1454.59,1469.77,1409.33,635071.38,923768478.6342
2020-06-23,1446.22,1490.34,1491.99,1442.58,500930.8,746557208.4719999
2020-06-24,1490.71,1522.77,1541.23,1490.71,644406.08,981282246.4416
2020-06-29,1513.95,1483.32,1513.95,1475.75,527785.94,782875440.5207999
2020-06-30,1495.29,1535.77,1543.4,1495.29,507847.57,779937062.5789
2020-07-01,1540.24,1534.5,1555.52,1510.62,611333.88,938091838.86
2020-07-02,1532.84,1546.57,1549.64,1521.67,654235.79,1011821445.7403
2020-07-03,1546.77,1554.55,1556.04,1516.88,560954.26,872031444.883
2020-07-06,1569.15,1697.78,1711.31,1569.15,939645.91,1595312033.0798001
2020-07-07,1709.14,1716.98,1784.95,1709.14,1030550.56,1769434700.5088
2020-07-08,1718.83,1752.23,1764.89,1708.61,790296.46,1384781166.1058
2020-07-09,1752.9,1832.13,1849.62,1752.9,981445.63,1798135982.0919
2020-07-10,1811.33,1815.32,1845.34,1799.07,848468.31,1540241492.5092
2020-07-13,1803.05,1886.13,1886.13,1803.05,868766.44,1638606445.4772
2020-07-14,1874.97,1869.53,1880.64,1810.8,962603.53,1799616177.4409
2020-07-15,1877.47,1759.31,1877.47,1759.31,905679.65,1593371265.0415
2020-07-16,1745.44,1584.59,1745.44,1577.53,791418.05,1254073127.8495
2020-07-17,1594.48,1552.9,1604.28,1541.72,507978.24,788839408.896
2020-07-20,1574.9,1575.44,1575.63,1494.67,573276.57,903162839.4408
2020-07-21,1571.55,1609.81,1619.74,1571.55,503565.38,810644584.3778
2020-07-22,1597.06,1620.06,1647.99,1597.06,835379.22,1353364459.1532
2020-07-23,1612.36,1614.8,1632.94,1589.25,822520.08,1328205425.1839998
2020-07-24,1587.58,1498.72,1591.31,1498.72,863529.55,1294189007.176
2020-07-27,1508.03,1491.38,1517.96,1477.02,600676.36,895836709.7768
2020-07-28,1505.79,1512.41,1524.09,1498.79,536712.83,811729851.2203
2020-07-29,1510.02,1589.2,1590.86,1509.68,689203.39,1095282027.388
2020-07-30,1597.62,1583.13,1605.13,1581.03,607642.29,961976738.5677001
2020-07-31,1581.66,1624.62,1629.53,1581.66,601720.62,977567353.6644
2020-08-03,1653.26,1742.95,1742.95,1653.26,914555.73,1594024909.6035001
2020-08-04,1744.07,1695.5,1744.33,1684.38,693449.74,1175744034.17
2020-08-05,1750.0,1728.59,1750.0,1690.42,641075.72,1108157078.8348
2020-08-06,1718.66,1722.36,1740.28,1703.39,604009.18,1040321251.2648001
2020-08-07,1711.4,1658.17,1711.4,1616.37,686711.23,1138683960.2491
2020-08-10,1646.32,1671.14,1694.89,1644.71,597225.16,998046853.8824002
2020-08-11,1667.02,1622.1,1667.86,1622.1,527214.03,855193878.063
2020-08-12,1613.05,1592.23,1613.05,1550.5,587808.18,935925818.4414
2020-08-13,1595.97,1605.78,1623.89,1591.65,447390.95,718411439.691
2020-08-14,1602.7,1631.99,1635.26,1600.06,444413.12,725277767.7088
2020-08-17,1636.88,1637.86,1643.02,1620.93,542714.8,888890862.3280001
2020-08-18,1635.92,1650.42,1651.43,1622.86,566001.17,934139650.9914001
2020-08-19,1653.28,1600.2,1653.28,1600.2,560211.49,896450426.298
2020-08-20,1587.22,1567.76,1606.98,1567.21,390923.3,612873912.808
2020-08-21,1575.27,1572.67,1602.17,1570.85,406877.25,639883644.7575
2020-08-24,1580.04,1565.59,1580.04,1549.73,416253.98,651683068.5481999
2020-08-25,1565.98,1547.8,1579.0,1546.51,415632.76,643316385.928
2020-08-26,1548.33,1508.67,1550.04,1502.19,539726.44,814269088.2348
2020-08-27,1518.73,1553.26,1567.72,1514.38,552964.34,858897390.7484
2020-08-28,1551.71,1542.19,1551.71,1521.5,483333.94,745392768.9286001
2020-08-31,1548.77,1554.97,1573.62,1548.77,486851.63,757039679.1011
2020-09-01,1555.5,1552.0,1568.44,1549.05,421299.33,653856560.16
2020-09-02,1557.27,1541.15,1567.04,1534.01,426975.69,658033584.6435001
2020-09-03,1540.1,1520.92,1540.1,1517.18,397386.04,604392375.9568
2020-09-04,1495.56,1514.93,1521.31,1495.56,425494.42,644594261.6906
2020-09-07,1511.99,1470.52,1515.32,1464.37,499732.36,734866430.0272
2020-09-08,1470.91,1461.49,1470.91,1445.51,363026.85,530560111.00649995
2020-09-09,1443.78,1412.48,1443.78,1402.28,405330.5,572521224.64
2020-09-10,1426.37,1401.26,1445.41,1396.91,414409.49,580695441.9574
2020-09-11,1401.18,1434.16,1434.16,1399.83,270383.06,387772569.32960004
2020-09-14,1459.53,1473.17,1493.05,1459.53,1106266.92,1629719238.5364
2020-09-15,1471.9,1488.66,1501.26,1457.06,1087091.06,1618308977.3796003
2020-09-16,1483.18,1472.33,1491.76,1466.61,828951.11,1220489587.7863
2020-09-17,1468.48,1515.25,1523.13,1464.33,1513415.35,2293202609.0875
2020-09-18,1514.34,1538.51,1538.51,1514.34,1034405.44,1591443113.4943998
2020-09-21,1546.01,1527.2,1551.45,1523.28,877743.75,1340490255.0
2020-09-22,1516.12,1508.97,1530.25,1503.4,780794.37,1178195280.4989
2020-09-23,1521.18,1542.28,1554.55,1521.18,1141790.3,1760960343.884
2020-09-24,1529.08,1509.98,1532.26,1507.22,967847.16,1461429854.6568
2020-09-25,1514.61,1470.94,1514.61,1467.78,799075.17,1175391630.5598001
2020-09-28,1472.04,1436.29,1472.04,1434.32,953982.18,1370195065.3122
2020-09-29,1445.73,1490.8,1505.33,1445.73,987503.21,1472169785.468
2020-09-30,1496.6,1504.26,1520.09,1496.6,806885.81,1213766048.5506
2020-10-09,1534.6,1550.92,1553.36,1533.37,943294.64,1462974523.0688
2020-10-12,1558.15,1600.23,1601.6,1558.15,1383971.5,2214672713.445
2020-10-13,1596.08,1600.44,1605.45,1587.85,1014657.0,1623897649.0800002
2020-10-14,1598.33,1581.79,1598.33,1575.05,964891.28,1526255377.7912
2020-10-15,1583.38,1552.84,1589.32,1552.34,837609.63,1300673737.8492
2020-10-16,1565.82,1537.49,1565.82,1527.52,751131.66,1154857415.9334002
2020-10-19,1544.03,1522.87,1544.03,1521.56,783883.55,1193752741.7885
2020-10-20,1512.36,1514.54,1514.54,1483.68,1260319.49,1908804280.3846
2020-10-21,1512.36,1473.22,1512.36,1470.11,954884.15,1406754427.463
2020-10-22,1472.98,1464.77,1475.67,1464.77,650943.79,953482935.2783
2020-10-23,1465.65,1411.98,1471.93,1410.03,726823.34,1026260019.6132
2020-10-26,1408.4,1433.41,1438.33,1390.32,597778.34,856861450.3394
2020-10-27,1434.83,1457.85,1457.85,1434.83,654276.48,953836966.3679999
2020-10-28,1468.93,1482.96,1487.53,1466.37,781338.0,1158693000.48
2020-10-29,1466.62,1484.0,1491.21,1464.52,933886.87,1385888115.08
2020-10-30,1502.39,1504.79,1546.68,1501.19,1282809.45,1930358832.2654998
2020-11-02,1511.22,1502.8,1515.75,1471.64,1088130.07,1635241869.196
2020-11-03,1507.76,1554.34,1554.34,1507.76,1092025.28,1697378573.7152
2020-11-04,1559.52,1557.72,1560.71,1544.65,779825.07,1214749108.0404
2020-11-05,1590.82,1571.42,1590.82,1551.44,963411.41,1513923957.9022002
2020-11-06,1576.44,1563.52,1576.44,1550.11,861707.25,1347296519.52
2020-11-09,1578.73,1644.24,1653.02,1578.73,2044877.51,3362269397.0424
2020-11-10,1632.15,1596.98,1632.15,1593.49,1297525.16,2072121730.0168
2020-11-11,1596.69,1533.08,1596.69,1532.19,1072053.72,1643544117.0575998
2020-11-12,1544.41,1535.5,1558.37,1528.22,798074.7,1225443701.85
2020-11-13,1529.68,1561.85,1564.17,1524.92,813823.54,1271070295.949
2020-11-16,1604.4,1554.46,1604.4,1553.14,872738.54,1356637150.8884
2020-11-17,1562.3,1542.46,1562.3,1523.11,907660.22,1400029582.9412
2020-11-18,1542.63,1530.3,1554.22,1530.01,751553.65,1150102550.595
2020-11-19,1528.23,1558.14,1558.4,1523.4,787531.87,1227084907.9218001
2020-11-20,1557.32,1550.03,1563.04,1545.12,684104.69,1060382792.6406999
2020-11-23,1549.78,1539.03,1549.78,1524.99,814996.09,1254303432.3927
2020-11-24,1532.95,1548.51,1556.9,1532.95,830557.83,1286127105.3332999
2020-11-25,1553.38,1525.99,1558.62,1525.99,840267.8,1282240260.122
2020-11-26,1528.98,1527.21,1542.33,1519.21,700868.05,1070372694.6405001
2020-11-27,1526.32,1536.83,1545.86,1522.02,791132.91,1215836790.0753
2020-11-30,1549.34,1554.6,1568.82,1547.18,1033565.48,1606780895.208
2020-12-01,1558.14,1591.64,1594.3,1558.14,882830.52,1405148368.8528001
2020-12-02,1601.96,1626.74,1630.74,1601.96,1234366.06,2007992644.4444
2020-12-03,1625.64,1619.41,1633.75,1610.54,890815.85,1442596095.6485
2020-12-04,1616.6,1623.87,1623.87,1605.63,877064.27,1424238356.1248999
2020-12-07,1644.99,1626.36,1645.87,1624.35,1071036.18,1741890401.7048
2020-12-08,1625.22,1628.33,1635.98,1618.37,809087.5,1317461448.875
2020-12-09,1628.99,1590.67,1628.99,1590.67,1027838.91,1634952518.9697
2020-12-10,1588.27,1605.11,1613.47,1588.27,1213110.19,1947175297.0708997
2020-12-11,1606.22,1610.35,1621.06,1597.74,1556449.68,2506428742.1879997
2020-12-14,1608.86,1619.28,1624.73,1599.75,1164367.69,1885437313.0632
2020-12-15,1618.5,1594.92,1620.56,1591.28,1416458.51,2259138006.7692003
2020-12-16,1588.51,1565.84,1588.51,1562.32,1646056.54,2577461172.5936
2020-12-17,1561.71,1578.54,1583.13,1556.4,1131769.37,1786543221.3198001
2020-12-18,1604.24,1563.01,1604.24,1561.02,1042796.4,1629901201.164
2020-12-21,1560.56,1595.04,1607.35,1560.56,1320089.49,2105595540.1296
2020-12-22,1587.19,1563.35,1592.13,1560.6,1130932.26,1768042948.671
2020-12-23,1563.86,1584.14,1584.81,1556.79,1174985.84,1861342068.5776002
2020-12-24,1585.66,1549.25,1590.92,1549.25,1025149.22,1588212429.085
2020-12-25,1546.57,1533.75,1552.38,1532.54,926057.83,1420341196.7625
2020-12-28,1527.9,1516.57,1530.78,1514.0,1054873.93,1599790156.0200999
2020-12-29,1516.58,1530.08,1547.33,1516.58,922229.96,1411085617.1968
2020-12-30,1527.63,1555.74,1560.63,1527.63,1393110.79,2167318180.4346
2020-12-31,1566.92,1599.91,1599.91,1566.92,1655573.58,2648768726.3778005
2021-01-04,1606.0,1622.71,1625.71,1600.48,1551743.99,2518030490.0129
2021-01-05,1612.1,1631.45,1632.9,1610.29,1528882.45,2494295273.0525
2021-01-06,1639.41,1617.85,1644.86,1612.63,1629713.25,2636631581.5125
2021-01-07,1616.55,1574.8,1616.55,1562.43,1539747.52,2424794394.496
2021-01-08,1577.35,1583.63,1586.45,1561.8,1544627.87,2446119033.7681003
2021-01-11,1587.12,1602.28,1617.99,1587.12,1737986.38,2784740816.9463997
2021-01-12,1597.03,1616.27,1616.34,1588.43,1291076.8,2086728699.536
2021-01-13,1623.33,1620.23,1623.33,1598.25,1518660.93,2460579998.6138997
2021-01-14,1618.58,1679.03,1715.99,1618.58,2534182.0,4254967603.46
2021-01-15,1682.67,1680.22,1713.02,1671.85,2182044.64,3666315045.0208
2021-01-18,1673.17,1727.51,1748.17,1669.39,2004866.81,3463427462.9431
2021-01-19,1725.84,1669.47,1725.84,1669.47,1775274.05,2963766768.2535
2021-01-20,1679.74,1705.7,1705.7,1671.86,1444257.36,2463469778.952
2021-01-21,1710.05,1711.53,1720.78,1693.28,1472147.13,2519623977.4089
2021-01-22,1711.43,1703.72,1711.43,1669.94,1491226.85,2540633008.882
2021-01-25,1692.78,1710.73,1723.21,1678.5,1396991.24,2389874824.0052
2021-01-26,1709.66,1693.76,1726.42,1687.24,1393786.31,2360739500.4256
2021-01-27,1697.59,1664.32,1697.59,1657.31,1139848.24,1897072222.7968
2021-01-28,1644.22,1622.04,1665.8,1621.61,986446.89,1600056313.4556
2021-01-29,1637.56,1625.91,1639.55,1602.39,1172353.81,1906141783.2171001
2021-02-01,1622.11,1615.84,1636.84,1604.3,922365.34,1490394810.9855998
2021-02-02,1613.92,1628.38,1628.38,1611.49,904070.76,1472170744.1688
2021-02-03,1624.95,1587.94,1624.95,1587.94,1328757.91,2109987835.6053998
2021-02-04,1575.85,1576.39,1580.75,1544.63,1277464.95,2013782972.5305002
2021-02-05,1578.16,1547.25,1589.88,1546.75,1256894.33,1944729752.0925002
2021-02-08,1550.83,1567.09,1579.11,1550.83,939240.06,1471873705.6254
2021-02-09,1575.12,1620.54,1620.68,1573.43,960274.09,1556162573.8086
2021-02-10,1615.25,1627.1,1628.88,1605.22,953068.02,1550736975.342
2021-02-18,1647.92,1634.76,1654.37,1633.54,1532078.95,2504581384.302
2021-02-19,1627.92,1623.63,1627.92,1601.16,1117252.98,1814005455.9174001
2021-02-22,1629.44,1562.02,1629.44,1561.42,1326728.57,2072376560.9114
2021-02-23,1538.34,1563.23,1576.86,1538.34,1069566.99,1671979205.7777
2021-02-24,1568.37,1540.85,1569.61,1538.98,1181557.46,1820602812.241
2021-02-25,1552.5,1524.84,1552.5,1524.84,981090.44,1496005946.5296
2021-02-26,1491.05,1495.57,1510.04,1491.05,1113515.95,1665341049.3414998
2021-03-01,1513.0,1536.21,1536.83,1509.9,1301551.56,1999456521.9876
2021-03-02,1552.71,1532.94,1552.71,1523.7,1353330.31,2074574165.4114
2021-03-03,1530.17,1537.6,1537.69,1517.0,944325.03,1451994166.128
2021-03-04,1538.05,1500.86,1538.05,1499.84,1465857.1,2200046287.106
2021-03-05,1480.45,1506.5,1512.42,1480.45,1013111.21,1526252037.865
2021-03-08,1514.73,1440.31,1514.73,1440.31,1279024.32,1842191518.3392
2021-03-09,1437.96,1386.54,1437.96,1386.54,1167923.29,1619372358.5166
2021-03-10,1410.02,1394.59,1410.02,1388.39,849131.02,1184189629.1818
2021-03-11,1400.91,1434.35,1442.43,1388.78,1198100.03,1718494778.0305
2021-03-12,1434.14,1424.17,1434.14,1418.75,820414.69,1168409989.0573
2021-03-15,1415.06,1370.81,1415.06,1360.41,978239.13,1340979981.7953
2021-03-16,1370.78,1361.23,1375.78,1352.25,937730.06,1276466289.5738
2021-03-17,1361.88,1378.92,1379.89,1356.37,830271.79,1144878376.6668
2021-03-18,1385.43,1383.37,1394.49,1381.09,766616.37,1060514087.7669
2021-03-19,1366.67,1380.94,1385.94,1366.67,905550.2,1250510493.188
2021-03-22,1375.36,1393.55,1396.34,1375.36,788889.08,1099356377.434
2021-03-23,1397.92,1388.97,1407.65,1386.93,926113.51,1286343881.9847
2021-03-24,1381.65,1370.9,1397.89,1370.0,898551.26,1231823922.334
2021-03-25,1360.19,1367.88,1380.09,1360.19,845007.74,1155869187.3912
2021-03-26,1373.76,1405.33,1406.76,1373.76,903600.42,1269856778.2386
2021-03-29,1411.23,1395.1,1411.23,1394.66,832993.15,1162108743.565
2021-03-30,1393.41,1389.67,1398.78,1386.74,705197.11,979991267.8537
2021-03-31,1388.73,1391.17,1392.46,1376.14,701323.79,975660616.9343001
2021-04-01,1392.69,1411.76,1415.56,1392.69,1129602.47,1594727583.0472
2021-04-02,1420.2,1460.44,1460.68,1420.2,1868853.7,2729348697.6280003
2021-04-06,1467.57,1457.33,1467.57,1450.1,1029380.83,1500147564.9838998
2021-04-07,1458.74,1460.44,1461.68,1440.21,1034156.32,1510323255.9808
2021-04-08,1453.63,1447.26,1463.69,1443.64,1032698.86,1494583752.1236
2021-04-09,1445.36,1417.78,1449.65,1417.26,884131.41,1253503830.4698
2021-04-12,1415.01,1389.21,1425.76,1385.79,882910.11,1226547553.9131
2021-04-13,1388.99,1383.25,1403.69,1382.26,714591.89,988459231.8425
2021-04-14,1384.95,1389.85,1394.27,1380.49,710233.79,987118433.0315
2021-04-15,1383.38,1398.63,1398.63,1375.98,814750.65,1139534701.6095002
2021-04-16,1402.09,1415.19,1418.95,1391.15,852202.51,1206028470.1269
2021-04-19,1412.31,1441.47,1442.34,1410.71,1165647.4,1680245757.678
2021-04-20,1436.76,1428.02,1444.75,1427.3,1070969.67,1529366108.1534
2021-04-21,1417.44,1418.74,1424.06,1410.91,864700.18,1226784733.3732002
2021-04-22,1420.51,1441.01,1445.86,1420.51,968002.74,1394901628.3674
2021-04-23,1438.6,1449.86,1455.08,1438.6,847388.27,1228594357.1422
2021-04-26,1452.26,1454.21,1476.38,1452.26,1306496.95,1899920929.6595
2021-04-27,1449.06,1444.72,1449.85,1433.18,972119.61,1404440642.9592
2021-04-28,1450.86,1454.1,1456.15,1432.43,960149.93,1396154013.213
2021-04-29,1450.84,1457.32,1467.51,1447.53,1169931.04,1704963903.2128
2021-04-30,1446.06,1441.88,1448.53,1431.47,1447409.31,2086990535.9028003
2021-05-06,1440.9,1423.54,1440.9,1414.8,974877.09,1387776532.6985998
2021-05-07,1425.03,1362.67,1425.03,1362.67,1097143.81,1495044955.5727003
2021-05-10,1360.2,1353.0,1361.12,1345.76,1036350.81,1402182645.93
2021-05-11,1343.03,1357.69,1358.42,1338.18,980978.15,1331864224.4735
2021-05-12,1355.67,1376.29,1378.55,1352.6,1033481.73,1422370570.1817
2021-05-13,1361.58,1382.44,1397.23,1361.58,1246235.45,1722845735.498
2021-05-14,1383.69,1412.32,1413.55,1383.69,1131733.61,1598370012.0752
2021-05-17,1417.99,1435.7,1446.56,1417.99,1108562.58,1591563296.1060002
2021-05-18,1438.39,1427.94,1438.39,1424.57,874579.51,1248847065.5094001
2021-05-19,1426.01,1428.16,1439.29,1426.01,862653.81,1232007665.2896001
2021-05-20,1423.28,1430.64,1441.51,1423.28,857239.9,1226401690.536
2021-05-21,1435.66,1412.86,1437.79,1412.86,1031140.01,1456856474.5286
2021-05-24,1412.7,1429.04,1430.89,1399.3,1200864.67,1716083648.0168
2021-05-25,1428.28,1479.11,1480.96,1428.28,1393787.87,2061565576.3957
2021-05-26,1480.35,1468.95,1483.06,1468.64,1439822.89,2115027834.2654998
2021-05-27,1467.81,1518.29,1520.6,1467.81,2372498.9,3602141354.8809996
2021-05-28,1509.8,1482.15,1515.2,1480.33,1650186.48,2445823891.3320003
2021-05-31,1493.01,1526.21,1526.21,1493.01,1519823.2,2319569366.072
2021-06-01,1522.21,1550.6,1563.48,1522.21,2364675.05,3666665132.5299997
2021-06-02,1551.98,1523.71,1551.98,1522.87,2168107.82,3303567566.4122
2021-06-03,1522.14,1506.11,1530.11,1504.88,1614581.51,2431737358.0260997
2021-06-04,1495.37,1513.81,1526.61,1495.37,1684901.32,2550620467.2292
2021-06-07,1535.49,1532.5,1548.64,1526.75,1905576.94,2920296660.5499997
2021-06-08,1543.0,1517.17,1543.0,1511.41,1716907.98,2604841280.0166
2021-06-09,1518.18,1536.56,1547.34,1518.18,1562252.72,2400495039.4431996
2021-06-10,1538.27,1564.44,1565.26,1538.27,2057500.54,3218836144.7976003
