date,open,close,high,low,volume,amount
2006-05-24,1325.68,1308.24,1351.31,1277.33,51176632.0,66951317047.68
2006-05-25,1304.69,1307.7,1316.48,1285.73,34046436.0,44522524357.200005
2006-05-26,1312.24,1331.02,1331.45,1309.46,36385665.0,48430047828.3
2006-05-29,1339.9,1366.29,1366.84,1330.63,44480011.0,60772594229.189995
2006-05-30,1375.3,1378.76,1384.68,1360.55,44761027.0,61714713586.52
2006-05-31,1377.45,1365.45,1386.94,1355.01,47335883.0,64634781442.35
2006-06-01,1364.18,1402.88,1403.27,1362.94,53493453.0,75044895344.64
2006-06-02,1406.62,1390.12,1411.78,1382.0,64109162.0,89119428279.43999
2006-06-05,1391.46,1403.16,1403.3,1362.72,55101819.0,77316668348.04001
2006-06-06,1400.27,1399.14,1413.11,1391.9,46835278.0,65529110860.920006
2006-06-07,1398.18,1320.23,1398.18,1319.7,52047647.0,68714864998.81
2006-06-08,1309.07,1325.98,1331.89,1286.9,45677509.0,60567463383.82
2006-06-09,1320.81,1294.19,1329.84,1293.05,37392623.0,48393158760.37
2006-06-12,1283.83,1297.67,1308.12,1275.4,25033331.0,32485002638.77
2006-06-13,1296.41,1298.28,1312.13,1284.62,27823031.0,36122084686.68
2006-06-14,1291.69,1283.88,1291.69,1269.52,28801661.0,36977876524.68
2006-06-15,1283.72,1285.39,1300.11,1280.5,23241302.0,29874137177.780003
2006-06-16,1290.0,1318.01,1318.02,1290.0,28408032.0,37442070256.32
2006-06-19,1306.26,1334.89,1341.99,1294.9,30726258.0,41016174541.62
2006-06-20,1333.62,1338.22,1341.24,1323.78,27797058.0,37198578956.76
2006-06-21,1336.84,1333.53,1347.0,1320.41,32445479.0,43267019610.87
2006-06-22,1331.93,1331.55,1341.73,1326.15,25953157.0,34557926203.35
2006-06-23,1329.11,1339.45,1340.27,1319.51,25651644.0,34359094555.800003
2006-06-26,1341.61,1363.41,1363.57,1341.61,29595920.0,40351373287.200005
2006-06-27,1365.04,1363.9,1368.41,1354.09,26454734.0,36081611702.600006
2006-06-28,1361.79,1362.89,1366.34,1353.63,25791657.0,35151191408.73
2006-06-29,1365.25,1395.12,1395.24,1365.25,42439201.0,59207778099.119995
2006-06-30,1402.6,1393.96,1408.79,1384.99,38396745.0,53523526660.200005
2006-07-03,1398.74,1420.33,1420.33,1393.92,38297385.0,54394924837.049995
2006-07-04,1423.08,1411.01,1426.1,1401.15,42749803.0,60320399531.03
2006-07-05,1409.9,1393.01,1409.9,1377.22,33446005.0,46590619425.05
2006-07-06,1391.64,1418.68,1418.76,1390.19,32480734.0,46079767711.12
2006-07-07,1423.72,1410.43,1426.4,1405.99,33556176.0,47328637315.68
2006-07-10,1410.5,1412.12,1413.58,1397.44,27607369.0,38984917912.28
2006-07-11,1414.14,1418.58,1418.82,1406.5,28537379.0,40482555101.82
2006-07-12,1419.07,1419.2,1430.94,1416.74,36293417.0,51507617406.4
