date,open,close,high,low,volume,turnover,amount
2011-05-31,14.65,15.14,15.18,14.18,6096024.0,0.381,244758500.0
2011-06-01,15.34,16.06,16.47,15.32,5731039.0,0.3582,247142900.0
2011-06-02,15.46,16.2,16.47,15.41,3535205.0000000005,0.221,152898600.0
2011-06-03,16.54,16.01,16.54,15.87,2532287.0,0.1583,111239700.0
2011-06-07,15.9,15.34,16.14,15.32,2458630.0,0.1537,104390700.0
2011-06-08,15.36,15.57,15.74,15.14,1678432.0,0.10490000000000001,70494200.0
2011-06-09,15.46,14.29,15.46,14.22,2621267.0,0.1638,105331700.0
2011-06-10,14.19,14.45,14.54,13.92,1622007.0,0.1014,62817299.99999999
2011-06-13,14.25,14.22,14.4,13.94,619811.0,0.0387,24128800.0
2011-06-14,14.1,14.54,14.6,14.09,1132199.0,0.0708,44751000.0
2011-06-15,14.48,14.52,14.66,14.36,723503.0,0.0452,28673100.0
2011-06-16,14.33,14.42,14.52,14.26,473471.0,0.0296,18628200.0
2011-06-17,14.32,14.06,14.58,13.98,629871.0,0.0394,24613500.0
2011-06-20,14.02,13.68,14.08,13.6,630212.0,0.0394,23821000.0
2011-06-21,13.66,13.9,13.97,13.66,459204.0,0.0287,17413900.0
2011-06-22,13.89,13.64,13.96,13.61,484664.99999999994,0.030299999999999997,18324200.0
2011-06-23,13.62,14.37,14.41,13.06,975774.0,0.061,37143800.0
2011-06-24,14.2,14.47,14.59,14.2,769227.0,0.0481,30342000.0
2011-06-27,14.66,14.64,15.05,14.58,970550.0,0.060700000000000004,39254500.0
2011-06-28,14.53,14.77,15.01,14.53,453978.0,0.028399999999999998,18323500.0
2011-06-29,14.77,14.82,14.96,14.66,580103.0,0.0363,23361700.0
2011-06-30,14.81,15.0,15.12,14.74,483702.00000000006,0.0302,19768600.0
2011-07-01,14.66,14.96,15.26,14.66,1001498.0,0.0626,41116200.0
2011-07-04,15.1,15.37,15.52,14.96,768432.0,0.048,31951700.0
2011-07-05,15.38,15.5,15.56,15.14,675988.0,0.042199999999999994,28233900.0
2011-07-06,15.38,15.66,15.69,15.18,716815.0,0.044800000000000006,30084400.0
2011-07-07,15.7,16.05,16.6,15.54,1697222.0,0.1061,74579600.0
2011-07-08,15.96,15.95,16.39,15.76,868260.0,0.054299999999999994,37853900.0
2011-07-11,15.82,16.13,16.22,15.82,696636.0,0.0435,30300000.0
2011-07-12,15.98,15.46,15.98,15.42,662403.0,0.0414,28127500.0
2011-07-13,15.45,16.2,16.3,15.45,1020883.0,0.0638,44095500.0
2011-07-14,16.13,16.29,16.45,15.92,731727.0,0.045700000000000005,32075800.0
2011-07-15,16.28,15.86,17.12,15.78,2844733.0,0.1778,126444000.0
2011-07-18,15.8,15.93,16.03,15.35,1744364.0,0.109,74085700.0
2011-07-19,15.68,15.74,16.01,15.58,701492.0,0.0438,29917700.0
2011-07-20,15.84,15.64,15.96,15.06,625501.0,0.0391,26523600.0
2011-07-21,15.5,15.55,15.74,15.38,374429.0,0.023399999999999997,15795700.0
2011-07-22,15.56,15.94,16.39,15.56,1016210.0,0.0635,44208200.0
2011-07-25,16.12,15.76,16.12,15.58,777559.0,0.048600000000000004,33194500.0
2011-07-26,15.66,16.78,16.81,15.66,1365481.0,0.08529999999999999,60485400.0
2011-07-27,16.7,17.21,17.65,16.54,1569187.0,0.0981,72547200.0
2011-07-28,17.09,17.9,18.09,16.98,1576345.0,0.09849999999999999,75174400.0
2011-07-29,17.85,17.61,18.02,17.26,1167908.0,0.073,55368600.0
2011-08-01,17.52,17.62,17.97,17.42,859525.0,0.0537,40846100.0
2011-08-02,17.38,17.31,17.4,16.66,982228.0000000001,0.061399999999999996,44933900.0
2011-08-03,16.93,17.02,17.65,16.91,964904.0000000001,0.0603,44995600.00000001
2011-08-04,17.25,16.72,17.25,16.67,499591.0,0.031200000000000002,22730000.0
2011-08-05,16.04,16.73,16.93,15.78,931202.0,0.0582,41334200.0
2011-08-08,16.26,16.1,16.53,14.94,997895.9999999999,0.062400000000000004,42714399.99999999
2011-08-09,15.58,16.32,16.42,15.46,464385.00000000006,0.028999999999999998,20123200.0
2011-08-10,16.59,16.54,17.04,16.42,627335.0,0.0392,28307300.0
2011-08-11,16.26,16.66,16.83,16.14,500817.0,0.0313,22401300.0
2011-08-12,16.72,17.06,17.3,16.67,574316.0,0.0359,26306400.0
2011-08-15,17.06,17.17,17.37,16.99,465352.00000000006,0.0291,21539400.0
2011-08-16,17.11,16.82,17.22,16.62,645487.0,0.0403,29394000.0
